organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 731 Positive Results _L&D HV02-12,MOH 731 Positive Results_ANC HV02-11,MOH 731 Positive Results_PNC<=6wks HV02-13,MOH 731 Positive_Total (Sum HV01-18 to HV01-25) HV01-26
xmDX1o9oBG3,Mrima (Catholic) Dispensary,11651,,,1,,2
musLWYtdRpQ,Mrima Maternity Hospital,19606,,,8,,18
nUFNIok7EwF,Msambweni County Referral Hospital,11655,,,2,,30
N78kaR0mVP7,Msare Health Centre,13828,,,,,5
aKnUUzDCdDN,Msekekwa Health Centre,15238,,,2,,3
HtS3GZP17SB,MSF Lavender House Clinic,20050,,,,,4
VxqDZoryqi4,Mshongoleni Community Dispensary,20300,,,,,1
Y7tjIU4DR2a,Msikiti Noor Medical Clinic,11657,,,,,1
NTzu6NwxPed,Msumarini Dispensary,11659,,,1,,3
US2758TQo9n,Mt Elgon National Park Dispensary,15240,,,,,3
x0iSqHsozPd,Mt Elgon Sub County Hospital,16025,,,2,,12
EjGDFOdiRTy,Mt Kenya (ACK) Hospital,10738,,,,,2
y5vKzde9nvA,Mt Kenya Narumoru Medical Clinic,10741,,,,,3
mdMk0zMyY5Y,Mt Kenya Sub County Hospital,10739,District Hospital,,,,8
pzJpvzpdQbr,Mt Longonot Hospital,15241,,,,,1
GVBry773N6m,Mt Sinai Nursing Home,10740,,,,,1
YPtA3hSg5pg,Mt Zion Community Health Clinic,17269,,,,,1
Mi57MBhhiet,Mtaa Dispensary,11662,,,1,,1
UuRk6DvdifM,Mtito Andei Sub County Hospital,12547,,,,,6
IBlqC33L7rn,Mtondia Dispensary,11667,,,1,,6
Um0p6ZhwWFP,Mtondia Medical Clinic,11668,,,,,3
jCgLoLmPlKC,Mtongwe Dispensary,11669,,,1,,9
K5j2UgJMhNI,Mtoroni Dispensary,18309,,,,,1
XuM0h7o9wot,Mtumwa Dispensary,23134,,,,,3
ng3BeGLyq7p,Mtwapa dispensary (Shimo la Tewa),24137,,,,,6
VrQHTaPqMWP,Mtwapa Drop in and resource centre,22679,Near Tudor Health Care,,,,4
xO3P9qyihvm,Mtwapa Nursing Home,11673,,,,,1
g93vSYftyjR,Mtwapa Sub County Hospital,11672,,,3,,27
anSW8LW7P5T,Mua Hills Dispensary,12548,,,,,2
BvVwFPBn206,Muanda  Health Centre,21481,,,1,,3
Nq0snQF2D1Y,Muchagori Dispensary,12549,,,,,1
DzDh9uucRTf,Muchatha Dispensary,17333,,,1,,
TzHwSMZNntq,Muchebe Dispensary,13830,,,2,,3
mUTjOetE3rb,Mufu Dispensary,12550,,,,,1
SL8fi4azWSe,Mugai Dispensary,18779,,,,,5
Nwp0RFpTGI0,Mugoiri Dispensary,10745,,,,,1
UptqVvZaPxr,Mugomari Dispensary,17597,,,,,1
uVkpwfHxsyc,Mugutha Dispensary,18391,,,,,2
Rqy8p7UOvvx,Muhaka Dispensary,11676,,,1,,
Qvul0TKYFSw,Muhaka Health Centre,16027,,,,,8
hsf8JIi1GSI,Muhamarani Dispensary,18788,Mpeketoni-majembeni,,,,2
p1xtagfLUyQ,Muhoroni County Hospital,13831,,,1,,9
VAElHey4wcD,Muhoroni Sugar Company (MUSCO) Dispensary,13832,,,,,4
cLo2mMOlSkq,Muhuru Sub-County Hospital,13833,,,3,,9
nWRhCSwG9K3,Mujwa Dispensary,12557,,,1,,3
TXhsFr3T2FR,Mukhe Dispensary,16028,,,1,,2
G4fYKBYErXO,Mukhobola Health Centre,16029,,,,,6
vyBX6wjZxAa,Mukima Dispensary,23969,,,,,1
ERLaWmnoopA,Mukorombosi Health Centre,16399,,,,,1
y7oiHjCpFVc,Mukothima (CCM) Health Centre,12560,,,,,3
cV6VsQJFA5A,Mukui Health Centre,12561,,,,,1
tENZF6BO4Q7,Mukumu Hospital,16030,,,2,,30
a7wnPPpUHuA,Mukunike Health Centre,16435,,,1,,1
DkIq5AxUNCh,Mukuria Dispensary,10759,,,,,1
Fc0JkHQA1og,Mukuru Health Centre,18463,,,13,,31
l2TrhYBtbC8,Mukuru Mmm Clinic,13101,,,4,,14
hBqir19pkDS,Mukurweini Sub-county Hospital,10763,,,1,,7
BnKE3TF4LF7,Mukusu Dispensary,12562,,,1,,3
KWVhJI8gzBr,Mukuuri Dispensary,12564,,,,1,2
z9FKHisHLl1,Mukuyu Dispensary,16031,,,,,5
UpaNvtGWEZi,Mukuyuni Health Centre,28609,,,,,4
ZMBAIXYo4VE,Mukuyuni Sub County Hospital,12565,,,1,,4
peV80ofJAWq,Mulachi Dispensary,21773,,,,,1
swdibQaVyEC,Mulaha Dispensary,13834,,,,,7
dLQjsqOgttT,Mulango (AIC) Health Centre,12566,,,1,,4
xdpcaXTTPkM,Mulatya Memorial Hospital (Mkd),19320,,,,,2
Fjb8CId2BV7,Mulele Dispensary,16032,ON BUKUGA- MAGADA ROAD,,,,2
FSTPtSgOYPN,Mulemi Hospital.,15250,,,1,,3
pvQgU6GCeeM,Mulot Catholic Dispensary,15251,,,1,,2
eqFz38zb73f,Mulot Health Centre,17740,,,,,11
zAwIaYwS2Zk,Mulot Health Centre (Bomet),18519,,,2,,9
hFFl8gIEROR,Multi Media University Dispensary,13018,,,,,1
xWpiITvlGmC,Mulutu Mission Dispensary,12569,,,1,,3
KWE4k0FdpyQ,Mulwanda Health Centre,16033,,,1,,4
gZJrIrVhQiq,Mumbuini Dispensary,10766,"off Embu/Nairobi road, past Murinduko health centre",,,,1
OPzOQszRnJx,Mumbule Dispensary,16034,,,1,,3
cTrG5XdrvPx,Mumbuni Dispensary (Maara),12570,,,,,1
SLTa8EsuOkb,Mumbuni Health Centre (Makueni),12571,,,,,1
FUmxPkE1UYR,Mumias Level IV Hospital,25166,,,1,,4
pyNcZj1SiiO,Mumias Model Health Centre,16035,,,1,,5
uBuA0tgQVms,Mumias Sugar Clinic,16038,,,,,1
k2WPRyAHIXH,Mummy's Medical Clinic,16039,,,,,1
OfalmVN3EyS,Munasio Dispensary,25692,,,,,1
cwbUa0zHPEN,Mundembu Dispensary,21044,,,1,,3
O5OayPfeVWC,Mundika Nursing Home,20062,,,,,1
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,,,1,,1
Sl09BVeTcZl,Mundoli Health Centre,16040,,,,1,2
e1KOPVoDIdM,Mundoro Community Dispensary,18658,,,,,1
eFmuvjEF89U,Mung'ang'a Health centre,16041,,,,1,2
PGDY0C6z8Qg,Mungore dispensary,25985,,,,,9
Tvh3WinWPEb,Mungungune Dispensary,20672,,,1,,2
n8bwEHCpSB7,Munongo Dispensary,16043,,,2,,4
z9yLNTDPHpU,Munoywa Dispensary,16044,,,2,,5
fWMWpTspC8B,Munyange Gikoe Dispensary,17883,,,,,1
PYnUaCgd1HH,Munyeshi Dispensary,25216,Dispensary,,,,1
QwqmynrcOV7,Munyu Health Centre,10774,,,1,,4
lUeBChLhZoD,Munyuki Dispensary,16046,,,1,,2
Tf9HS4ZXH3Z,Mur Malanga Dispensary,17523,,,1,,1
A19e0CHhTj3,Murang'a County Refferal Hospital,10777,,1,2,,14
Ei920PwAH1b,Murang'a Health Care Services Limited,22282,,,,,1
Gl7SdQYuaiN,Murarandia Dispensary,10778,,,,,2
gFBAFcueFtr,Murindoku Dispensary,17191,,,,,1
cYsHeMRPZ1M,Muriranjas Sub-District Hospital,10782,,,1,,9
Ry9UfrYPWBC,Muruka Dispensary,10785,,,1,,
JPl6BiRGUjp,Murungaru Health Centre,10786,,,1,,5
dP6vWptiu3u,Musanda Dispensary,25507,,,,,3
HLBR8Fm8NHq,Musembe Dispensary,16865,,,,,1
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051,,,1,,1
dzPpGUxkGxT,Museve Dispensary,12583,,,,,2
EjykHy5VeYP,Musibiriri Dispensary,16486,,,2,,11
vIT1OaqIuYs,Musikoma Dispensary,21701,,,,,2
nqsAVVgqaal,Musoa SDA Dispensary,18660,,,,,1
bOpUblCGi0v,Mutaho Dispensary,30680,,,,,2
YRMeKjNXBab,Mutara Dispensary,15261,,,,,1
BeJEeWMM0eF,Mutati Dispensary,20401,Dispensary,,,,2
kZ7PEMQN0Fq,Mutea Dispensary,29392,,,,,1
Doa0QbBIiO4,Muteithania Medical Clinic,13103,,,2,,7
SuUvBXuwKzr,Mutha Health Centre,12586,,,,,4
Ve2zZoZ9dvj,Muthale Mission Hospital,12587,off Kitui-Kabati-Mwingi road North East of Tulia town,,,,4
iLfGXM4vg6l,Muthambi Health Centre,12589,,,2,,12
ELHafKamFIR,Muthara Sub-District Hospital,12591,,,,,10
YlrkWxNm7bS,Muthesya Dispensary,12592,,,,,1
ySJxoRMN3tm,Muthetheni Health Centre,12593,,,,,5
NhQSD4YkDy3,Mutiokiama Health Centre,17379,,,,,1
s98B425AYdV,Mutithi Dispensary,18349,Dispensary,,,,1
kv6VZcAEqRF,Mutithi Health Centre,10798,,,1,,6
VoW67kdzIju,Mutito Catholic Health Centre,12599,,,,,2
jVd26CJm75Y,Mutitu Dispensary,12600,,,,,15
DwPhw6gtPgG,Mutitu Sub County Hospital,12601,,,2,,5
gKXNQonSJV4,Mutituni  Level 4 Hospital,12602,,,,,8
exexghdqEkv,Mutomo Sub county Hospital,12603,,,1,,8
LVQUXW5Lilv,Mutuati Catholic Mission Hospital,19237,FAITH BASED,,,,3
qEsCuWc2eMM,Mutuati Sub Couty Hospital,12605,,,,,8
faEkuP9l1mp,Mutyambua Sub County Hospital,12610,,,1,,5
TyMaFetti3F,Muua Dispensary,19903,,,,,2
OjbVkzap0Nz,Muumandu Health Center,12612,,,1,,3
rYHjpU3I3Rv,Muuru Dispensary,24061,,,1,,1
My4flRYYiSf,Muusini Dispensary,12613,,,,,2
CfdoxJFZhw9,Muutine Med Clinic,12614,,,,,1
i091Ei10XBM,Muyeye Health Centre (Municipal),11677,Old Municipal Clinic,,8,4,17
HhrPyREkyqN,Mvindeni Dispensary,23323,Along Ukunda Lungalunga RD,,5,,9
SkwAFqB5xbI,Mvita Health Centre,11679,,,,,6
fyNRr2KgaYI,Mvoi Medical Clinic,24031,Located In the Town Centre,,,,42
R2xNnNvQ7vT,Mwaani Dispensary,16956,,,,,1
LunYFWqFNiA,Mwabila Dispensary,11681,,,,,1
I7EGx6i3sON,Mwala Dispensary,22958,,,,,1
Ukppsz4Mj3M,Mwala Subcounty Hospital,12618,,1,1,,17
RhP9ywU9c7a,Mwaluphamba Dispensary,11684,,,,,4
KXURQsGIMig,Mwamogesa Dispensary,26775,,,,,2
cOgv5EHeFRj,Mwananyamala CDF Dispensary,16549,,,1,,1
QKJ6fVUHJhT,Mwanda Dispensary,11687,,,1,,3
fMaHgOPyJr9,Mwangatini Dispensary,11689,,,1,,2
TblKjH1ctLD,Mwangaza ulio Na Tumaini clinic,20091,,,1,,6
AR8hK8NvYFa,Mwanguda Dispensary,20335,,,,,1
VVcbqmCinwl,Mwangulu Dispensary,11691,,,3,,4
BeVClnWzOLi,Mwatate Afya Centre Clinic,11441,,,,,2
fcY1fkS6bL1,Mwatate Sub-District Hospital,11695,,,,,5
HpNKXuX3c1n,Mwawesa Medical Clinic,11696,,,,,2
AUcB2mEIdjG,Mwea Drop In Centre,18833,dealing with Key populations,,,,3
hoUsg5M9yQ3,Mwea Medical Centre,10806,,,,,6
cfROZdjYJFC,Mweiga Health Centre,10809,,,,,2
lzOUpzvVUbj,Mwembe Tayari Dispensary,11697,Closed not reporting,,,,4
R9fTJQSUjAc,Mwer Dispensary,16788,,,,,2
UItLmkkqt09,Mweronkaga Health Centre,12625,,,,,1
eGun696Qg8O,Mweru Dispensary (Nyeri South),10814,,,,,1
w5kcCzrN24S,Mwichio Amua Medical Clinic,16057,,,,,1
cSJA4hwmlLm,Mwihila Mission Hospital,16058,,,,,4
X3SS0j72cX1,Mwiki Health Centre,29101,,,1,,6
ClVMQmETF4u,Mwingi Level IV Hospital,12626,,1,4,1,26
P8a0Hl51hhe,Mwisho wa Lami Dispensary,23253,,,1,,1
ZewCoggKllt,Mwitika Health centre,12628,,,,,1
uKUZ9F5SRhm,Mwituria Dispensary,15267,,,,,1
WdPW5EhMgoT,Mwonge Dispensary,12630,,,,,2
eEVi7Ji3nke,Mwongori Dispensary,13836,,,,,1
FMpAsudZLs4,Myanga Health Centre,28817,,,,,2
aZcZ3CdOcM0,Mzizima (CDF) Dispensary,17893,,,,,1
z4uftlBupO5,Naaro Dispensary,10817,,,,,3
q6legvj2RmV,Nabiswa Dispensary,24249,,,,,1
uj2UMJenimd,Nabongo Dispensary,16059,,,,,6
O50RyikskAT,Nabulon Dispensary,23530,,,1,,5
gkuMI9M275m,Nadanya Dispensary,16060,,,,,1
BRUzjqmNf3g,Nadapal Dispensary,15273,,,1,,2
c9pQgjJ0sqy,Naibor Dispensary,21248,,,,,1
DfoyCNu7TiG,Naikara Health Centre,15276,,,,,1
QY0YH92HfWO,Nairagie Enkare Sub-County Hospital,15277,,,,,15
Mh5GJbVMXaB,Nairobi Adventist Hospital Limited,24563,Located in Gachie-Level 4,,,,11
vA54UoSW4FT,Nairobi Deaf (Liverpool),13108,Dispensary,,,,12
LBbTcWJ7zjt,Nairobi Homes Medical Clinic,17619,,,,,2
T9paXmc3Tft,Nairobi Hospital,13110,,,,,4
BtD2riFtR1r,Nairobi Remand Prison Health Centre,13161,Dispensary,,1,,17
A7oMr08DhJB,Nairobi South Clinic,13113,,,2,,4
W4STuKjad8R,Nairobi West Hospital,13115,,,,,6
YOxi7QJdHB6,Nairobi Women hospital - Nakuru CBD,24173,,,,,1
xxTgb27c53F,Nairobi Women Hospital Ongata Rongai,18195,,,,,4
YUW5s1vzY9q,Nairobi Women's Hospital (Kitengela),21283,,,1,,7
yLSkwRzQ5lm,Nairobi Women's Hospital (Mvita),24762,,,,,1
KcJIaC2H95Q,Nairobi Women's Hospital - Nakuru (Hyrax),20061,,,,,1
J4ynMeGmEaL,Nairobi Womens Hospital (Hurlingham),13117,,,,,3
At4nBTRsagY,Nairobi Womens Hospital Adams,16795,,,,,4
fuHWUdVeIZl,Naisoya Dispensary,15279,,,1,,2
FhqUs6aRJoX,Naitiri Sub-County Hospital,16061,,,4,,12
m6ITwjXu5J5,Naivasha (AIC) Medical Centre,15282,,,3,,16
RU2jRqYCp2E,Naivasha District Hospital,15280,,2,7,,46
rwmAZ2gLzS7,Naivasha GK Prison Annex Dispensary,14516,,,,,4
ZntEnml7E8B,Naivasha Maximum Prison Health Centre,15281,,,,,2
xi1IznQPRzy,Nakiria Dispensary,21366,,,,,1
zx85ND4cIk7,Nakukulas Dispensary,16700,,,1,,1
ub9jwFyeg2J,Nakumed Diagnostic And Health Centre,31260,,,,,1
JXpVEligTbk,Nakuru Heart Centre,20343,Near Waterbuck,,,,16
OCkGCPhF8Gs,Nakuru Provincial General Hospital,15288,At Hospital road,2,6,1,88
DIvySewPpEf,Nakuru West Health Centre,15365,,,1,,7
gvplllzYFPk,Nakwamoru Health Centre,15292,,,,,1
DIonv0JYDFH,Nala Maternity and Nursing Home,16062,,,,,1
L7sSNQASLrY,Nalemsekon Dispensary,25411,,,,,3
fw5b51GE1W4,Nalondo Dispensary,23980,Community Dispensary along chepkube road,,2,,4
bm0xjIsElOx,Namagara Dispensary,16064,,,3,,6
KrR88KyFImg,Namakat Dispensary,21333,,,,,4
T8ykBEN4kyI,Namanga Health Centre,15294,,1,3,,16
Bq8H9szTsYf,Namanjalala Dispensary,17994,,,2,,7
xr9cAIgp8RQ,Namarambi Dispensary,21771,,,1,,2
zk1TORIw5Vg,Namasanda Health Centre,25698,,,,,2
z6NaFzIMBFT,Namasoli Health Centre,16065,,,1,1,3
SPfT81d1gVx,Namba Kodero Dispensary,16273,,,,,2
wwBB7XKIgr8,Nambale Sub County Hospital,16066,,1,4,,25
G8avY4Gzra8,Namboboto Dispensary,16067,,,3,,8
vpcUN6fhhfX,Nambuku Model Health Centre,16068,,,2,,3
Nq0dWw681Qs,Namelok Health Centre,15296,,,2,,8
Pjcbi0XJi3f,Namenya (CFW) Clinic,18091,,,,,1
R8oYDOngoLk,Namoruputh (PAG) Health Centre,15299,,,,,1
q7a1TH1APLe,Namuduru Dispensary,16069,,,,,2
DwUrEH0QR9t,Namukuse Dispensary,15301,,,,,2
TAYspavMDFY,Namwatikho Dispensary,22501,,,,,2
kbhNw76SMkF,Namwaya Clinic,16071,,,,,2
ucpxRXJhTuE,Nandi Hills County Hospital,14179,In Nandi Hills town,,2,,14
EGS0saGNDoS,Nangina Dispensary,16072,,,1,,8
HHg9KLFF9cu,Nanyuki Cottage Hospital,15304,,,1,,3
wZYYhq8qsZ0,Nanyuki Teaching and Referral Hospital,15305,,1,2,,19
JkQi2BvsV2X,Naotin Dispensary,17478,,,,,3
cCERcsMGSDG,Naregae Dispensary,25417,,,3,,4
IrYSkLRkyVD,Narengewoi Dispensary,20660,Its located between Lowarengak-Kalokol Road,,1,,1
B5nvjZmEHdp,Nariokotome Dispensary,15310,,,,,2
O5h0ThCsgt6,Narok Cottage Hospital,20548,,1,,,1
eUG9sXdwHag,Narok County Referral Hospital,15311,,2,4,,39
YrSCTgWBywP,Narolong Dispensary (Trans Mara West),16689,,,,,1
gz6H3xfyKgn,Naromoru Level 4 Hospital,10822,,1,1,,4
JNq7Z8MzZ0H,Naroosura Health Centre,15312,,,,1,2
t0urLsXfeXM,Narumoru Catholic Dispensary,16816,,,,,3
PpgMAHSg9Oq,Nasewa Health Centre,16074,,,,,3
B1Kacv8MyEv,Nasianda Dispensary,22828,Level Facility,,1,1,2
HvI2Xv1NM4G,Nasianda Health Centre,16075,,,,,1
Th3s2CElJl9,Nassi Hospitals,24722,,,1,,
Vl9yeiqpaUd,Nasusi Dispensary,16076,,,1,,4
UOKEv02h8eL,National Youth Service Dispensary (Turbo),16077,,,1,,2
Rvu6KPuh0ci,National Youth Service Hq Dispensary (Ruaraka),13130,,,,,1
ZhUKq5RvX0F,Natukobenyo Health Centre,22215,Refugee Camp,,,,4
MPbxqvaEWLa,Navakholo Sub County Hospital,16078,hospital,,1,2,10
NxtPmGX4kQD,Naya Health Centre,13837,,,1,,7
lDNyJ7KWrFy,Nazarene Medical clinic,28703,,,,,1
RG4eEDBQ8tm,Nazareth Hospital,10825,,,,,12
GmnUAmcCmsV,Nazareth Hospital (Ruiru),17490,,,2,,14
QHrqjiNpcej,Nchurra Dispensary,25919,,,,,1
ohJAsPklBdW,Ndabibi Dispensary,15318,,,,,1
cHh1Rq9P5hS,Ndakaini Dispensary,10828,,,1,,3
YipErGJiLow,Ndalu Health Centre,16079,,1,2,,11
aUIWXri20KS,Ndamichonik Dispensary,15321,,,1,,
nltKVAqijoC,Ndanai Sub County Hospital,15322,,,4,,22
uAmB8MLWUbq,Ndaragwa Health Centre,10829,,,1,,11
tDInQwmaCeE,Ndarawetta Health centre,15323,,,2,,6
kIkn9YIz4Qj,Ndeda Dispensary,13839,Island in nyangoma Division,,,,2
Ij7TYWyoNHS,Ndege Dispensary,20607,,,1,,2
W3TSKRwkyvs,Ndege Oriedo Dispensary,17345,,,,,1
ZqF7NG3gANx,Ndeiya Health Centre,10831,,,1,,2
kAhZrIRngQz,Ndela Dispensary,18245,,,,,1
uECirbmK3vj,Ndemi Health Centre,10832,,,1,,2
SC7SIKzWGpI,Ndenderu Dispensary,20025,,,,,3
BTkvpaSEq55,Ndere Health Centre,13840,,,,,2
N1efDo6sbnn,Ndere Health Centre,20173,,,,,5
zWl3zFje2kA,Ndetani Olive Health Care Services,27610,,,,,1
XYDcUKlknf5,Ndhiwa Sub County Hospital,13841,,,7,,28
PMaCD9epy9o,Ndhuru Health Centre,13842,,,,,2
gyhJyUbozV4,Ndilidau Dispensary (Jipe),11702,,,2,,2
DoHbN85NkUa,Ndindika Health Centre,15325,,,,,7
gqskItE0Gka,Ndiru Level 4 Hospital,13843,,,1,,4
oGlCWuv7jU7,Ndisi Health Center,16771,,,,,2
sUhGF9KD3sc,Ndiuni Health Centre,12638,,,1,,1
JdqOvfWtH49,Ndiwa Dispensary,13844,,,,,1
hZCDGLQWIdh,Ndome Dispensary (Taita),11704,,,,,2
ddryhZtjTrt,Ndonyo Medical Services (Naivasha Kwa Muya Clinic),19336,Located At Moi South Lake Road at Kwa Muya shopping centre,1,,,14
QYhKgi9NMUr,Ndori Health Centre,13845,,,8,1,20
JoOrvX7IVkz,Ndovoini nguumo,22526,,,,,2
DUoMcSbpU37,Ndovu Health Centre,11705,,,,,5
h0a0zgZUPlq,Nduga Health Centre,19868,,,2,,5
DhheKNTk2Pm,Ndula Dispensary,10837,,,,,1
Ya6GfrMChav,Ndumbini Dispensary,20349,,,,,1
zqmymbY6VTU,Ndunyu Njeru Dispensary,10840,,,,,2
GBhUzlGBAgx,Nduru Dispensary,16787,,,1,,3
VNthlMGjt7T,Nduru Kadero Health Centre,13848,,,,,2
AfrL9Cw3W2v,Nduru Sub County Referral Hospital,13847,,,1,,3
JM3G66nGe6r,Ndurumo Dispensary,15328,,,,,1
B8CJuWmgPgE,Neema Hospital,12641,,,,,5
moNxIyAOwb9,Neema Medical Home Limited,20147,,,,,1
hWr7kmALfeT,Neissuit Dispensary,15331,,,2,,7
hR8ViHsFxBj,Nelly Medical centre,22169,located in Lucky Summer near Mercylight Hospital,,,,1
mZq9BpNMPFG,Nembure Health Centre,12642,,,,,6
nl2kqo2gbGi,New Canaan Idp Dispensary,19592,operational,,1,,2
kKYdOJ0uRod,New Mawingu Health Centre,10851,,,1,,3
xpXgPL892GT,New Tumaini Health Centre,10852,,,,,3
wY8b3t2QsEL,Ng'Iya Health Centre,13852,,,2,,16
KRao9pme0zn,Ng'oli Dispensary,24875,,,1,,1
OArtNCNolNl,Ng'ombeni Dispensary,11714,,,,,5
B8Y8xuk4MFf,Ng'ong'a Dispensary,17052,,,1,,3
CDd0j0WKbeJ,Ngaira Rhodes Dispensary,13121,Dispensary,,2,,25
GuFAWSVAJtr,Ngalasia Dispensary,16081,,,,,2
EDJDwysuWOA,Nganayio Dispensary,15337,,,,,2
iOtmyIoDd6i,Nganduri Dispensary,12645,,,,,1
gYXWjsiBbyA,Ngangani Dispensary,12646,,,,,3
HUsIFF3CxlZ,Ngara Health Centre (City Council of Nairobi),13122,Health Centre,1,1,,21
r874ehM9tS8,Ngarua Health Centre,15339,,,,,6
EqBjedvUM2y,Ngatataek Health Centre,15340,,,1,,4
dcM4sXObsyP,Ngathini Dispensary,11712,,,,,3
IlKWNw7mM25,Ngecha Health Centre,17244,,,3,,3
pGJgEAZ6DkV,Ngegu Health Centre,13849,,,,,6
zQJT13CmpDX,Ngelechom Community Dispensary,20181,,,1,,2
NbF8FMrzjto,Ngelelya Health Center,10863,,,1,,3
x34xUVEFge4,Ngenda Health Centre,10864,,,,,1
leXuCmyYwWX,Ngere Health Centre,13850,,,,,3
GJ4Cd9RXMop,Ngerenya Dispensary,11713,,,,,3
Leb942gNGeK,Ngeri Health Centre,17711,,,1,,2
bpy7AO83XzX,Ngeru Dispensary,12649,,,,,1
YZyIlJ1KHHA,Ngeta Health Centre,20168,Dispensary,,,,6
dsbD2Xdq2Zg,Ngewa Health Centre,10865,,,1,,5
Cri80VT8NLG,Ngiitakito Dispensary,18360,,,1,,2
EZfZFVztjgt,Ngisiru Dispensary,13851,,,,,3
cacMe5d5411,Ngito Health Centre,15348,,,,,3
sKl99929tQX,Ngobit Dispensary,15349,,,,,2
XWycxNbm28F,Ngodhe Dispensary,13853,,,,,3
fhUqSZR2MaN,Ngoliba Health Centre,10869,,,1,,7
sk9ycClAxDu,Ngomeni Health Centre,12654,,,2,,4
QO0aBp9JWPI,Ngomeni Health Centre (Magarini),11715,,,,,1
ElUrPyaSntG,Ngomongo Dispensary,28552,,,1,,10
Ousi4WCKTgU,Ngondi Dispensary,16382,,,1,,2
peOeXgYmRoo,Ngong Road Dispensary,13123,,,5,,12
WzIfzN4cqMu,Ngong Sub-County Hospital,15351,,1,5,1,41
JpOeRsaZHoG,Ngorika health centre,10871,,,1,,5
HIEF04AulGc,Ngorongo Health Centre,10872,Ministry of Health,,,,3
P0TgYUzeh81,Ngoswani Community Health Centre,17752,,,1,,1
YCfCQbidoRW,Nguka Health Centre,10873,,,,,3
mYCbfDe5PSK,Nguku Health Center,13855,,,1,,1
O5xsvwvsy27,Nguluni Health Centre,12657,,,3,,22
q6XAWELWPtn,Ngundu Health Center,27675,,1,4,,20
YeOeXZrOFUt,Ngungi Dispensary,20429,,1,,,1
Hk4RzoagEQy,Nguni Health Centre,12658,,,,,10
zYj4CXp4xtS,Nguthuru Dispensary,10875,,,3,,7
sgbqctQT842,Nguuku Dispensary,12661,,,,,1
M3drLV2Qeob,Ngwata Health Centre,12663,,,1,,6
k3o2OpsR7Ra,Nice View Medical Centre,20746,,,,,1
E4jVwDn9VtO,Nightingale Medical Centre,13856,,,,,2
DbOdUfzRcBN,Njabini Catholic Dispensary,17560,,,,,2
JWdMKPTg0HL,Njabini Health Centre,10878,,,,1,5
l6VQkmptpcO,Njegas Health Centre,10880,off Kutus-Kagio road,,,,3
n4x5AUMslLY,Njenga Hospital,28373,,,10,,24
luFDgG5G8A1,Njipiship Dispensary,15356,,,,,2
A1LHwsmDMUX,Njiru (EDARP) Clinic,17548,,,2,,9
qvpYnC3UQ7z,Njiru Hospital,13126,,1,8,2,31
BDZJ6HUSmkm,Njoguini Dispensary,22929,Dispensary,,,,1
j4p5DgjNa7v,Njoki Dispensary,10884,,,,,1
oCn7FUS7Pjr,Njoro Huduma Medical Clinic,21444,This Medical clinic is in Njoro Subcounty near KCB Bank.,,,,2
pLq3t6aiqUC,Njoro Subcounty Hospital,15358,,,3,,32
gLkdFvweeSd,Njukini Health Centre,11718,,,,,1
aKb8dR8ywbt,Njukini Health Centre (Loitokitok),15359,,,,,2
Ix72dJ1yguD,Nkabune Dispensary,12664,,,,,1
bfRSma3X46N,Nkama Dispensary,15361,,,,,1
ZI9lvyYBr5M,Nkararo Health Centre,15362,,,,,3
DPab9wZiwKp,Nkondi Health Centre,12665,,,,,3
lc47jcVot86,Nkorinkori Dispensary,15364,,,,,1
VDr1OojYAjX,Nkubu Dispensary,12666,,,,,3
wdakR0Bw8ce,Nkwego Dispensary,20790,,,,,1
gCRidS1x9ty,North Kinangop Catholic Hospital,10887,,,1,,6
X1yVDlbUksD,North Star Alliance Clinic,17511,,,,,6
atkeK7ODMj3,North Star Alliance VCT,18599,,,,,1
SezKPZmA70j,North-Lake Rocco Medical Centre,15489,,,2,,5
teVXsmXLymF,Northstar Alliance Wellness Centre (Mai Mahiu),19123,,,,,1
RIkWpTnkvwq,Noset Maisha House,26911,,,,,3
ih5hkcBBCDG,Nthambiro Dispensary,12675,,,,,2
meGPe0LmYT4,Nthangu Dispensary,16954,,,,,1
XyUyZFd66aA,Nthongoni Health Centre (Kitui Rural),12677,,,,,1
qzp1rXyNKFL,Nthongoni Sub County Hospital,12676,,,,,4
xt2lltkTLza,Ntimaru Sub County Hospital,13858,,,,,3
Imf8ZJofDZe,Ntulele Health Centre,15367,,,1,,8
PsGrBeNz6h7,Ntunyigi Medical Clinic,20198,Located at Kehancha Township,,,,2
SuZUyFSAgXG,Nuclear Medical and Diagnostic Centre,10274,,,,,1
sFySQz4y4dX,Nuru Ambusely Hospital,27047,,,,,1
duh1uCn73Ys,Nuu Sub County Hospital,12681,,,,,4
W3iNwb9EMIU,Nyabikomu Dispensary,13860,,,,,1
UA0iSIHHIpp,Nyabioto Dispensary,16423,,,,,1
hHb5SzuuyHK,Nyabokarange Dispensary,13862,,,1,,4
T4fYNeKF5gb,Nyabondo Mission Hospital,13864,,,2,,18
JbT1nMIUSVz,Nyabonge Dispensary,22637,,,1,,
cHCvPJmucz0,Nyabweri Dispensary,20289,Dispensary,,,,2
